Scenario,Metric,Minimum,Experimental_baseline,Maximum
two_stage,MPSP,2.055627211450611,3.1981877552522104,5.367509755778912
two_stage,C6_production,117.5106237291027,244.78554646145585,587.3825886098566
two_stage,C6_mass_fraction,0.831760155936363,0.8948738216194612,0.948880819163285
control,MPSP,8.667109018550448,13.939182544729967,18.60487863278493
control,C6_production,15.671924599795762,24.48637457878122,58.76719545407808
control,C6_mass_fraction,0.34727473741557885,0.39979290902625764,0.5731962265949734
